Job #,Doc #,Borough,Initial Cost,Total Est. Fee,Existing Zoning Sqft,Proposed Zoning Sqft,Enlargement SQ Footage,Street Frontage,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height
121628275,1,MANHATTAN,"$70,000.00",$934.50,0,0,0,0,28,28,290,290
121626366,1,MANHATTAN,"$120,000.00","$1,449.50",0,0,0,0,9,9,85,85
340064003,1,BROOKLYN,$0.00,$230.00,0,0,0,0,6,6,65,65
140081293,1,MANHATTAN,"$7,800.00",$295.90,0,0,0,0,16,16,160,160
140081300,1,MANHATTAN,"$14,500.00",$368.00,0,0,0,0,6,6,60,60
420838552,1,QUEENS,$0.00,$953.00,0,0,0,305,1,0,15,0
420838348,1,QUEENS,"$279,000.00","$1,541.10",0,0,0,0,2,2,26,26
121625143,1,MANHATTAN,"$95,000.00","$1,192.00",0,0,0,0,18,18,165,165
121626295,1,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,7,7,116,116
140081113,1,MANHATTAN,$0.00,$260.00,0,0,0,0,9,9,90,90
220291155,1,BRONX,"$43,000.00",$656.40,0,0,0,0,1,1,15,15
320516571,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
121605432,2,MANHATTAN,"$16,500.00",$388.60,0,0,0,0,0,0,0,0
420839061,1,QUEENS,$0.00,$160.00,0,0,0,0,2,2,23,23
121619454,1,MANHATTAN,"$200,000.00","$2,433.50",0,0,0,0,3,3,37,37
420838829,1,QUEENS,$0.00,$100.00,0,1452,0,0,0,1,0,10
121621156,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,9,9,157,157
420839105,1,QUEENS,"$152,000.00",$887.05,0,0,0,0,3,3,22,22
420839258,1,QUEENS,"$9,000.00",$306.20,0,0,0,0,3,3,30,30
420829679,1,QUEENS,$0.00,$200.00,0,0,0,0,17,17,202,202
140081131,1,MANHATTAN,$0.00,$160.00,0,0,0,0,57,57,570,570
121627748,2,MANHATTAN,"$90,825.00","$1,150.80",0,0,0,0,0,0,0,0
121626909,1,MANHATTAN,"$44,300.00",$677.00,0,0,0,0,8,8,80,80
121627944,1,MANHATTAN,"$4,500.00",$265.00,0,0,0,0,1,1,13,13
420838543,1,QUEENS,"$20,000.00",$367.25,0,0,0,0,2,2,22,22
420839150,1,QUEENS,$0.00,"$3,810.14",0,10693,0,0,0,4,0,45
420843715,1,QUEENS,"$117,075.00",$751.95,2545,2545,0,0,1,2,23,23
420821748,4,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
121628435,1,MANHATTAN,"$100,000.00","$1,243.50",0,0,0,0,7,7,82,82
440084828,1,QUEENS,$0.00,$210.00,0,0,0,0,6,6,65,65
121629292,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,5,5,53,53
121629149,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,5,5,55,55
121629844,1,MANHATTAN,$0.00,$190.00,0,0,0,0,12,12,120,120
121621593,1,MANHATTAN,"$61,500.00",$852.10,0,0,0,0,49,49,559,559
121629862,1,MANHATTAN,$0.00,$200.00,0,0,0,0,4,4,45,45
420839622,1,QUEENS,"$1,000.00",$280.00,25395,25395,0,0,2,2,22,22
420839793,1,QUEENS,"$146,000.00","$1,717.30",0,0,0,0,1,1,17,17
220288285,1,BRONX,"$16,500.00",$191.80,0,0,0,0,2,2,18,18
420839855,1,QUEENS,$0.00,$320.00,0,0,0,40,0,0,0,0
220291360,1,BRONX,"$2,000.00",$225.00,0,0,0,0,1,1,15,15
121625018,1,MANHATTAN,"$20,570.00",$429.80,0,0,0,0,24,24,250,250
320744664,1,BROOKLYN,$1.00,$170.00,2172,2172,0,0,2,2,28,28
121629381,1,MANHATTAN,"$103,308.00","$1,284.70",0,0,0,0,4,4,49,49
340064833,1,BROOKLYN,$0.00,$420.00,0,0,0,0,14,14,150,150
320590491,1,BROOKLYN,$0.00,"$2,600.00",0,10000,0,0,0,1,0,20
520130260,1,STATEN ISLAND,"$69,170.00",$464.75,0,0,0,0,2,2,34,34
121629755,1,MANHATTAN,"$76,000.00","$1,156.30",0,0,0,0,5,5,60,60
121629746,2,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,0,0,0,0
520140623,1,STATEN ISLAND,$0.00,$936.32,0,3413,0,0,0,3,0,29
140081514,1,MANHATTAN,$0.00,$240.00,0,0,0,0,11,11,140,140
121629559,1,MANHATTAN,"$17,500.00",$398.90,0,0,0,0,5,5,55,55
140081471,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,58,58
121624180,2,MANHATTAN,"$115,000.00","$1,398.00",0,0,0,0,0,0,0,0
121682562,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
520130288,1,STATEN ISLAND,"$38,605.00",$305.10,0,0,0,0,2,2,29,29
121544392,1,MANHATTAN,"$10,500.00",$326.80,0,0,0,0,5,5,50,50
121618071,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,5,5,52,52
320590204,1,BROOKLYN,"$200,000.00","$2,273.50",0,0,0,0,5,5,58,58
121626696,1,MANHATTAN,"$243,000.00","$2,716.40",0,0,0,0,17,17,211,211
121624279,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,50,50
121620825,1,MANHATTAN,"$63,000.00",$862.40,0,0,0,0,31,31,386,386
420838179,1,QUEENS,"$25,500.00",$238.15,0,0,0,0,2,2,21,21
121692230,2,MANHATTAN,"$130,000.00","$1,552.50",0,0,0,0,0,0,0,0
420607524,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
320766925,1,BROOKLYN,"$15,800.00",$186.65,0,0,0,0,2,2,24,24
121623653,1,MANHATTAN,"$148,000.00","$1,737.90",0,0,0,0,40,40,430,430
121574527,1,MANHATTAN,"$16,575.00",$388.60,0,0,0,0,31,31,386,386
320766872,1,BROOKLYN,"$24,000.00",$460.70,0,0,0,0,2,2,25,25
121628792,1,MANHATTAN,"$10,276.00",$486.80,0,0,0,0,5,5,55,55
140081355,1,MANHATTAN,$0.00,$160.00,0,0,0,0,4,4,45,45
220291164,1,BRONX,"$37,000.00",$564.60,0,0,0,0,6,6,70,70
320766809,1,BROOKLYN,"$4,000.00",$245.00,0,0,0,0,4,4,40,40
320765007,1,BROOKLYN,$0.00,$160.00,0,0,0,0,0,0,0,0
121624251,1,MANHATTAN,$0.00,$160.00,0,0,0,0,18,18,180,180
121623653,2,MANHATTAN,"$12,000.00",$337.10,0,0,0,0,0,0,0,0
121611960,1,MANHATTAN,"$30,000.00",$522.50,0,0,0,0,4,4,35,35
121583660,1,MANHATTAN,"$80,000.00","$1,037.50",0,0,0,0,15,15,181,181
340064352,1,BROOKLYN,"$93,500.00","$1,181.70",0,0,0,0,8,8,80,80
121624242,1,MANHATTAN,$0.00,$390.00,0,0,0,0,18,18,180,180
420839418,1,QUEENS,"$25,000.00",$631.00,0,0,0,0,3,3,33,33
340064245,1,BROOKLYN,"$138,000.00","$1,634.90",0,0,0,0,4,4,43,43
121054786,1,MANHATTAN,"$74,400.00",$986.00,0,0,0,0,6,6,60,60
121626302,2,MANHATTAN,"$19,620.00",$419.50,0,0,0,0,0,0,0,0
121621619,1,MANHATTAN,$500.00,$225.00,0,0,0,0,18,18,183,183
420604812,4,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
121625447,1,MANHATTAN,"$30,000.00",$522.50,0,0,0,0,35,35,400,400
340064922,1,BROOKLYN,"$69,000.00","$1,084.20",0,0,0,0,1,1,18,18
220291397,1,BRONX,"$12,800.00",$507.40,0,0,0,0,3,3,32,32
121629158,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,6,6,60,60
121411016,2,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,0,0,0,0
420839908,1,QUEENS,$0.00,$260.00,0,300,0,0,0,1,0,14
121629899,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,55,55
420838954,1,QUEENS,"$10,000.00",$286.50,0,0,0,0,5,5,50,50
320589993,1,BROOKLYN,"$654,220.00","$7,015.00",26337,26337,0,0,4,4,60,60
140081578,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,55,55
121625474,2,MANHATTAN,"$33,000.00",$553.40,0,0,0,0,0,0,0,0
121629817,1,MANHATTAN,"$90,000.00","$1,110.50",0,0,0,0,4,4,50,50
140081532,1,MANHATTAN,$0.00,$180.00,0,0,0,0,9,9,106,106
420839588,1,QUEENS,"$29,765.00",$682.50,0,0,0,0,1,1,11,11
420838516,2,QUEENS,"$54,690.00",$780.00,0,0,0,0,0,0,0,0
140081621,1,MANHATTAN,$0.00,$160.00,0,0,0,0,13,13,120,120
121629906,1,MANHATTAN,"$32,000.00",$543.10,0,0,0,0,8,8,80,80
121629915,1,MANHATTAN,$0.00,$100.00,0,0,0,0,0,0,0,0
320765454,1,BROOKLYN,"$3,850.00",$245.00,0,0,0,0,6,6,60,60
420838516,1,QUEENS,"$2,090,780.00","$21,880.80",0,0,0,0,9,9,141,141
440085211,1,QUEENS,$0.00,$240.00,0,0,0,0,16,16,140,140
420839980,1,QUEENS,"$8,000.00",$145.45,0,0,0,0,1,1,12,12
140081603,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,55,55
320766346,1,BROOKLYN,$0.00,$260.00,0,0,0,11,1,0,11,0
320766881,1,BROOKLYN,$0.00,$200.00,0,0,0,0,13,13,150,150
121326449,4,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
520140598,1,STATEN ISLAND,"$9,000.00",$306.20,0,0,0,0,2,2,23,23
121620807,1,MANHATTAN,"$5,964,166.00","$61,653.00",0,0,0,0,31,31,386,386
340064398,1,BROOKLYN,"$40,000.00",$625.50,0,0,0,0,1,1,15,15
121574411,1,MANHATTAN,"$2,000.00",$225.00,0,0,0,0,102,102,1250,1250
420839356,1,QUEENS,"$55,000.00",$910.00,0,0,0,0,6,6,65,65
121628587,1,MANHATTAN,"$65,000.00",$883.00,0,0,0,0,14,14,145,145
320766845,1,BROOKLYN,"$93,000.00","$1,171.40",0,0,0,0,1,1,18,18
121620807,2,MANHATTAN,"$214,256.00","$2,428.00",0,0,0,0,0,0,0,0
121625651,1,MANHATTAN,"$125,000.00","$1,716.00",9591,9591,0,0,16,16,150,150
121628088,1,MANHATTAN,"$120,000.00","$1,449.50",0,0,0,0,1,1,15,15
121628097,2,MANHATTAN,"$87,000.00","$1,109.60",0,0,0,0,0,0,0,0
320766122,1,BROOKLYN,"$8,000.00",$145.45,0,0,0,0,5,5,50,50
140081364,1,MANHATTAN,"$59,820.00",$991.50,0,0,0,0,12,12,127,127
121628596,1,MANHATTAN,"$117,660.00","$1,428.90",0,0,0,0,5,5,82,82
121628621,1,MANHATTAN,"$75,000.00",$986.00,0,0,0,0,4,4,45,45
420839347,1,QUEENS,"$1,860.00",$225.00,0,0,0,0,3,3,30,30
121621003,2,MANHATTAN,"$37,378.00",$604.90,0,0,0,0,0,0,0,0
121620816,2,MANHATTAN,"$314,256.00","$3,458.00",0,0,0,0,0,0,0,0
121620816,1,MANHATTAN,"$5,058,829.00","$52,321.20",0,0,0,0,31,31,386,386
320764990,3,BROOKLYN,"$20,000.00",$207.25,0,0,0,0,0,0,0,0
220291208,1,BRONX,"$22,000.00",$440.10,0,0,0,0,6,6,90,90
420839463,1,QUEENS,"$33,500.00",$307.43,1476,1710,234,0,2,2,28,28
121614280,1,MANHATTAN,"$34,875.00",$574.00,0,0,0,0,6,6,90,90
121614299,1,MANHATTAN,"$117,000.00","$1,418.60",0,0,0,0,6,6,90,90
121625651,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
121613361,1,MANHATTAN,"$155,920.00","$1,820.30",0,0,0,0,16,16,165,165
420840825,1,QUEENS,$0.00,$160.00,0,0,0,0,6,6,61,61
121628202,1,MANHATTAN,"$2,924,349.00","$30,341.00",0,0,0,0,22,22,321,321
420607524,3,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
121573172,1,MANHATTAN,"$2,500.00",$225.00,0,0,0,0,18,18,183,183
121628211,1,MANHATTAN,"$3,785.00",$215.00,0,0,0,0,12,12,120,120
420839409,1,QUEENS,$0.00,"$6,382.00",0,13768,0,0,0,7,0,70
120846308,1,MANHATTAN,"$28,000.00",$501.90,0,0,0,0,19,19,224,224
340064502,1,BROOKLYN,"$80,000.00","$1,197.50",0,0,0,0,2,2,22,22
320765043,1,BROOKLYN,"$50,000.00",$919.27,748,2394,1646,0,1,2,14,35
420839481,1,QUEENS,$0.00,$160.00,0,0,0,0,0,0,0,0
121628220,1,MANHATTAN,"$4,111.00",$235.00,0,0,0,0,5,5,60,60
121621003,1,MANHATTAN,"$862,817.00","$9,102.40",0,0,0,0,31,31,386,386
121628836,1,MANHATTAN,"$63,700.00",$872.70,0,0,0,0,4,4,42,42
340064450,1,BROOKLYN,$0.00,$160.00,0,0,0,0,4,4,50,50
121628195,1,MANHATTAN,$0.00,$160.00,0,0,0,0,2,2,25,25
420838749,1,QUEENS,"$6,000.00",$275.30,0,0,0,0,1,1,16,16
121628319,1,MANHATTAN,"$39,000.00",$615.20,0,0,0,0,8,8,97,97
121611648,1,MANHATTAN,"$27,000.00",$491.60,0,0,0,0,10,10,175,175
121613370,1,MANHATTAN,"$30,300.00",$532.80,0,0,0,0,16,16,192,192
320767611,1,BROOKLYN,"$265,000.00","$1,509.00",2718,2718,0,0,2,2,30,30
320766818,1,BROOKLYN,"$15,000.00",$368.00,0,0,0,0,1,1,13,13
320766943,1,BROOKLYN,"$27,000.00",$491.60,0,0,0,0,6,6,60,60
121604870,1,MANHATTAN,"$425,500.00","$4,601.30",0,0,0,0,23,23,276,276
121590652,1,MANHATTAN,"$140,400.00","$1,665.80",0,0,0,0,31,31,386,386
121626302,1,MANHATTAN,"$162,525.00","$1,892.40",0,0,0,0,18,18,183,183
320766970,1,BROOKLYN,"$16,800.00",$191.80,0,0,0,0,4,4,41,41
121620816,3,MANHATTAN,"$526,136.00","$5,641.60",0,0,0,0,0,0,0,0
121628113,1,MANHATTAN,"$20,100.00",$429.80,0,0,0,0,42,42,497,497
220291146,1,BRONX,"$247,209.00","$2,767.90",0,0,0,0,2,2,38,38
121628603,1,MANHATTAN,"$62,110.00",$862.40,0,0,0,0,5,5,82,82
320766836,1,BROOKLYN,"$93,000.00","$1,171.40",0,0,0,0,1,1,30,30
121621012,1,MANHATTAN,"$541,000.00","$5,785.80",0,0,0,0,31,31,386,386
420843733,1,QUEENS,"$79,520.00",$556.25,1472,1472,0,0,2,2,23,23
121628097,1,MANHATTAN,"$90,000.00","$1,140.50",0,0,0,0,16,16,219,219
520141793,1,STATEN ISLAND,"$80,000.00","$1,007.50",0,0,0,0,2,2,28,28
320765141,1,BROOKLYN,"$3,000.00",$225.00,0,0,0,0,5,5,55,55
121625474,1,MANHATTAN,"$221,110.00","$2,500.10",0,0,0,0,20,20,210,210
420839392,1,QUEENS,"$4,500.00",$130.00,0,0,0,0,2,2,26,26
121624689,3,MANHATTAN,"$260,000.00","$2,891.50",0,0,0,0,0,0,0,0
121624260,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,50,50
320766916,1,BROOKLYN,"$10,000.00",$316.50,0,0,0,0,2,2,28,28
121628239,1,MANHATTAN,"$3,785.00",$215.00,0,0,0,0,12,12,120,120
121620807,3,MANHATTAN,$1.00,$225.00,0,0,0,0,0,0,0,0
220291191,1,BRONX,"$22,000.00",$440.10,0,0,0,0,6,6,90,90
220291235,1,BRONX,"$50,000.00",$728.50,0,0,0,0,7,7,62,62
320765070,1,BROOKLYN,$0.00,$100.00,0,0,0,0,0,0,0,0
320765123,1,BROOKLYN,"$20,000.00",$474.50,10440,10440,0,0,2,2,50,50
121628140,1,MANHATTAN,"$18,810.00",$569.20,0,0,0,0,5,5,53,53
121624670,3,MANHATTAN,"$189,585.00","$2,170.50",0,0,0,0,0,0,0,0
420839542,1,QUEENS,"$1,000.00",$225.00,0,0,0,0,10,10,105,105
121627524,1,MANHATTAN,"$47,500.00",$707.90,0,0,0,0,21,21,291,291
420839604,1,QUEENS,"$3,000.00",$225.00,0,0,0,0,2,2,21,21
420828251,1,QUEENS,$0.00,$260.00,0,0,0,30,1,0,12,0
320766989,1,BROOKLYN,"$1,000,000.00","$10,513.50",0,0,0,0,2,2,35,35
140081373,1,MANHATTAN,"$300,000.00","$3,303.50",0,0,0,0,7,7,42,42
320767988,1,BROOKLYN,"$30,000.00",$258.75,0,0,0,0,3,3,30,30
121616741,1,MANHATTAN,"$26,000.00",$481.30,0,0,0,0,6,6,60,60
220291217,1,BRONX,"$50,000.00",$728.50,0,0,0,0,7,7,62,62
320759354,1,BROOKLYN,$0.00,$160.00,0,0,0,0,3,3,30,30
320766444,1,BROOKLYN,"$20,000.00",$419.50,0,0,0,0,3,3,30,30
121621003,3,MANHATTAN,"$1,255,151.00","$13,150.30",0,0,0,0,0,0,0,0
320766961,1,BROOKLYN,"$63,000.00",$862.40,0,0,0,0,15,15,150,150
420843724,1,QUEENS,"$59,276.00",$453.25,1600,589,0,0,2,2,23,23
320758060,1,BROOKLYN,$0.00,"$1,041.64",0,2614,0,0,0,3,0,30
340064441,1,BROOKLYN,"$93,500.00","$1,181.70",0,0,0,0,8,8,80,80
420838632,1,QUEENS,"$6,000.00",$135.15,0,0,0,0,2,2,24,24
121628952,1,MANHATTAN,$0.00,$160.00,0,0,0,0,7,7,99,99
120845764,1,MANHATTAN,"$2,000.00",$225.00,0,0,0,0,6,6,60,60
320765114,1,BROOKLYN,"$50,000.00",$361.75,0,0,0,0,4,4,40,40
420839230,1,QUEENS,"$10,000.00",$316.50,0,0,0,0,4,4,40,40
121628612,1,MANHATTAN,"$11,100.00",$337.10,0,0,0,0,7,7,72,72
420839686,1,QUEENS,"$10,000.00",$446.50,0,0,0,0,4,4,45,45
121616741,2,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,0,0,0,0
420839800,1,QUEENS,$0.00,$560.00,0,0,0,70,0,0,0,0
121628051,1,MANHATTAN,"$37,000.00",$594.60,0,0,0,0,58,58,661,661
121628499,1,MANHATTAN,"$197,000.00","$2,242.60",0,0,0,0,20,20,174,174
320761831,1,BROOKLYN,"$164,150.00",$994.00,2500,2500,0,0,2,2,32,32
420838491,1,QUEENS,"$55,000.00",$780.00,0,0,0,0,1,1,22,22
320765169,1,BROOKLYN,"$32,750.00",$274.20,0,0,0,0,3,3,34,34
320765089,1,BROOKLYN,$0.00,"$1,251.90",0,8266,0,0,0,4,0,40
121628480,1,MANHATTAN,"$150,000.00","$1,758.50",0,0,0,0,16,16,179,179
420838703,1,QUEENS,$0.00,$520.00,0,0,0,65,0,0,0,0
121628104,1,MANHATTAN,"$30,000.00",$522.50,0,0,0,0,16,16,219,219
420839472,1,QUEENS,"$900,000.00","$9,643.50",0,0,0,0,16,16,145,145
121597593,1,MANHATTAN,"$21,000.00",$429.80,0,0,0,0,19,19,219,219
320765132,1,BROOKLYN,"$22,055.00",$450.40,0,0,0,0,5,5,56,56
320764990,2,BROOKLYN,"$68,000.00",$454.45,0,0,0,0,0,0,0,0
121628569,1,MANHATTAN,"$180,000.00","$2,067.50",0,0,0,0,26,26,235,235
121626106,1,MANHATTAN,"$86,000.00","$1,099.30",0,0,0,0,6,6,66,66
121628961,1,MANHATTAN,"$330,000.00","$3,612.50",0,0,0,0,52,52,792,792
420839374,1,QUEENS,"$100,000.00","$1,243.50",0,0,0,0,13,13,130,130
420838507,1,QUEENS,"$60,000.00",$831.50,0,0,0,0,1,1,22,22
220291244,1,BRONX,"$20,000.00",$419.50,0,0,0,0,1,1,22,22
220291324,1,BRONX,"$22,000.00",$440.10,0,0,0,0,6,6,60,60
121625205,1,MANHATTAN,"$857,349.00","$9,050.90",0,0,0,0,21,21,291,291
420794849,1,QUEENS,$100.00,$225.00,0,0,0,0,2,2,22,22
121629041,1,MANHATTAN,"$2,050.00",$225.00,0,0,0,0,6,6,60,60
420839720,1,QUEENS,"$10,000.00",$446.50,0,0,0,0,4,4,45,45
520141864,1,STATEN ISLAND,"$32,690.00",$553.40,0,0,0,0,1,1,15,15
420838204,1,QUEENS,$0.00,$160.00,0,0,0,0,0,0,0,0
121628578,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,6,6,72,72
121628355,2,MANHATTAN,"$92,000.00","$1,161.10",0,0,0,0,0,0,0,0
420838446,1,QUEENS,"$3,000.00",$225.00,0,0,0,0,3,3,35,35
320765150,1,BROOKLYN,"$24,000.00",$620.70,0,0,0,0,1,1,20,20
340064254,1,BROOKLYN,"$100,000.00","$1,243.50",0,0,0,0,4,4,50,50
121625205,2,MANHATTAN,"$63,200.00",$872.70,0,0,0,0,0,0,0,0
320765249,1,BROOKLYN,$0.00,$524.00,0,0,0,70,2,0,20,0
420839695,1,QUEENS,"$10,000.00",$446.50,0,0,0,0,4,4,45,45
121627819,1,MANHATTAN,"$173,330.00","$2,715.22",3811,5610,1902,0,4,6,40,60
420839711,1,QUEENS,"$10,000.00",$446.50,0,0,0,0,5,5,55,55
121629194,1,MANHATTAN,"$367,500.00","$4,163.90",0,0,0,0,19,19,170,170
320757873,1,BROOKLYN,"$392,000.00","$2,123.05",0,0,0,0,3,3,45,45
320765052,1,BROOKLYN,"$60,000.00",$894.69,1034,2046,1012,0,1,2,14,35
420839551,1,QUEENS,"$1,000.00",$225.00,0,0,0,0,10,10,105,105
420839533,1,QUEENS,"$1,000.00",$225.00,0,0,0,0,10,10,105,105
420839613,1,QUEENS,"$3,000.00",$225.00,0,0,0,0,2,2,20,20
340064619,1,BROOKLYN,"$70,000.00",$624.75,0,0,0,0,2,2,28,28
420845278,1,QUEENS,"$40,000.00",$625.50,0,0,0,0,2,2,24,24
420839436,1,QUEENS,"$3,750.00",$245.00,0,0,0,0,2,2,25,25
121624689,2,MANHATTAN,"$200,000.00","$2,273.50",0,0,0,0,0,0,0,0
121629201,1,MANHATTAN,"$105,000.00","$1,295.00",0,0,0,0,30,30,300,300
420845090,1,QUEENS,"$8,400.00",$306.20,0,0,0,0,2,2,23,23
420839579,1,QUEENS,"$16,500.00",$191.80,0,0,0,0,2,2,23,23
121621370,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,7,7,70,70
121628355,1,MANHATTAN,"$368,000.00","$4,003.90",0,0,0,0,34,34,406,406
121624670,1,MANHATTAN,"$900,340.00","$9,493.80",0,0,0,0,10,10,168,168
320575793,1,BROOKLYN,"$30,000.00",$522.50,0,0,0,0,1,1,15,15
540023794,1,STATEN ISLAND,$0.00,$170.00,0,0,0,0,2,2,20,20
320766934,1,BROOKLYN,"$3,000.00",$355.00,0,0,0,0,6,6,60,60
121576909,1,MANHATTAN,"$85,300.00","$1,099.30",0,0,0,0,14,14,165,165
320764990,1,BROOKLYN,"$150,000.00",$876.75,0,0,0,0,3,3,30,30
540023801,1,STATEN ISLAND,$0.00,$170.00,0,0,0,0,2,2,20,20
420836821,1,QUEENS,"$350,000.00","$2,641.75",2578,5703,3125,0,1,2,18,26
320765230,1,BROOKLYN,"$1,200,000.00","$15,567.12",2000,12624,10687,0,1,6,12,69
220291253,1,BRONX,"$825,000.00","$8,711.00",0,0,0,0,6,6,70,70
420839935,1,QUEENS,"$8,550.00",$306.20,0,0,0,0,3,3,30,30
440085042,1,QUEENS,$0.00,$160.00,0,0,0,0,1,1,21,21
120846102,1,MANHATTAN,"$6,000.00",$275.30,0,0,0,0,22,22,258,258
121625991,1,MANHATTAN,"$339,000.00","$3,705.20",0,0,0,0,35,35,400,400
121628168,1,MANHATTAN,"$4,000.00",$215.00,0,0,0,0,5,5,53,53
320765178,1,BROOKLYN,$0.00,"$1,144.00",0,0,0,143,0,0,0,0
120846610,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,6,6,66,66
121629069,1,MANHATTAN,"$4,500.00",$265.00,0,0,0,0,31,31,408,408
121613824,1,MANHATTAN,"$90,000.00","$1,140.50",0,0,0,0,5,5,47,47
121626507,1,MANHATTAN,"$52,000.00",$749.10,0,0,0,0,17,17,225,225
320767210,1,BROOKLYN,$0.00,$160.00,0,0,0,0,5,5,50,50
121609358,1,MANHATTAN,"$65,000.00",$883.00,0,0,0,0,14,14,153,153
121629130,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,19,19,213,213
420838801,1,QUEENS,"$7,500.00",$295.90,0,0,0,0,2,2,25,25
121625633,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,50,50,681,681
420839864,1,QUEENS,"$4,875.00",$320.00,1080,1080,0,0,1,1,12,12
420847365,1,QUEENS,"$10,000.00",$316.50,0,0,0,0,3,3,43,43
320765212,1,BROOKLYN,"$100,000.00","$1,243.50",0,0,0,0,4,4,50,50
420839640,1,QUEENS,"$296,000.00","$1,970.45",2661,3096,1515,0,3,3,36,36
520140277,1,STATEN ISLAND,"$26,000.00",$481.30,0,0,0,0,2,2,28,28
420847819,1,QUEENS,"$7,200.00",$145.45,0,0,0,0,2,2,23,23
121629372,1,MANHATTAN,"$6,000.00",$275.30,0,0,0,0,14,14,125,125
420839702,1,QUEENS,"$23,624.00",$460.70,0,0,0,0,4,4,45,45
420839659,1,QUEENS,"$358,000.00","$3,900.90",0,0,0,0,2,2,28,28
220291315,1,BRONX,"$10,000.00",$446.50,0,0,0,0,5,5,55,55
420839873,1,QUEENS,"$16,450.00",$443.60,1080,1080,0,0,1,1,12,12
121629078,3,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,0,0,0,0
121628890,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,20,20,220,220
121629336,1,MANHATTAN,"$75,000.00",$986.00,0,0,0,0,13,13,145,145
120846095,1,MANHATTAN,"$11,000.00",$326.80,0,0,0,0,35,35,400,400
520141873,1,STATEN ISLAND,"$36,137.00",$594.60,0,0,0,0,1,1,15,15
121625642,2,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,0,0,0,0
220291379,1,BRONX,"$38,000.00",$604.90,0,0,0,0,5,5,50,50
121629078,1,MANHATTAN,"$1,646,825.00","$17,177.60",0,0,0,0,17,17,160,160
121629185,1,MANHATTAN,"$37,000.00",$594.60,0,0,0,0,27,27,300,300
121629407,1,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,8,8,93,93
320757873,2,BROOKLYN,"$38,000.00",$299.95,0,0,0,0,0,0,0,0
340064799,1,BROOKLYN,"$558,000.00","$5,960.90",0,0,0,0,2,2,20,20
120846585,1,MANHATTAN,"$36,500.00",$594.60,0,0,0,0,50,50,645,645
420839383,1,QUEENS,"$82,800.00","$1,068.40",0,0,0,0,2,2,28,28
220291306,1,BRONX,"$10,000.00",$446.50,0,0,0,0,7,7,75,75
121629096,1,MANHATTAN,$0.00,$160.00,0,0,0,0,27,27,275,275
121623877,1,MANHATTAN,"$150,000.00","$1,758.50",0,0,0,0,4,4,40,40
121591928,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,3,3,37,37
320729315,1,BROOKLYN,"$3,000.00",$225.00,0,0,0,0,5,5,77,77
121623742,1,MANHATTAN,$0.00,$160.00,0,0,0,0,4,4,45,45
121339658,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,50,50,681,681
121629176,2,MANHATTAN,"$531,000.00","$5,682.80",0,0,0,0,0,0,0,0
121628079,1,MANHATTAN,"$750,000.00","$7,938.50",0,0,0,0,24,24,320,320
520141891,1,STATEN ISLAND,"$8,700.00",$276.20,0,0,0,0,6,6,70,70
121626106,2,MANHATTAN,"$41,500.00",$646.10,0,0,0,0,0,0,0,0
420846286,1,QUEENS,"$25,000.00",$471.00,0,0,0,0,6,6,38,38
420839365,1,QUEENS,"$1,000.00",$225.00,0,0,0,0,13,13,130,130
